datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,Total_sales
9/8/2014,1.0,5.36,3.5,20.8,15.0,0.0,1.0,4.0,2014,9,276,Monday,50.66
9/9/2014,6.34,2.34,4.0,29.2,17.0,0.0,2.0,1.2,2014,9,276,Tuesday,62.08
9/10/2014,4.34,3.34,3.5,37.8,12.0,0.0,0.0,1.0,2014,9,276,Wednesday,61.98
9/11/2014,0.0,1.34,4.0,32.2,15.0,0.0,10.0,0.0,2014,9,276,Thursday,62.540000000000006
9/12/2014,2.68,2.67,1.0,20.0,19.0,0.0,8.0,1.0,2014,9,276,Friday,54.35
9/13/2014,3.0,5.36,4.4,56.85,20.0,0.0,1.0,3.0,2014,9,276,Saturday,93.61
9/14/2014,1.34,2.0,2.0,19.5,6.0,0.0,6.0,0.0,2014,9,276,Sunday,36.84
9/15/2014,1.34,3.0,5.4,28.2,9.0,0.0,1.0,0.0,2014,9,276,Monday,47.94
9/16/2014,4.0,2.68,0.0,59.3,13.0,0.0,0.0,0.0,2014,9,276,Tuesday,78.97999999999999
9/17/2014,2.34,6.0,4.0,39.6,11.0,2.0,19.0,4.0,2014,9,276,Wednesday,87.94
9/18/2014,3.0,2.02,1.0,44.0,7.0,0.0,0.0,1.0,2014,9,276,Thursday,58.019999999999996
9/19/2014,2.0,4.34,7.8,23.0,8.0,0.0,22.0,0.0,2014,9,276,Friday,67.14
9/20/2014,4.34,1.855,4.5,20.6,14.0,1.0,2.0,0.0,2014,9,276,Saturday,48.295
9/21/2014,1.0,3.02,6.0,12.4,7.0,0.0,0.0,3.0,2014,9,276,Sunday,32.42
9/22/2014,3.34,4.0,5.5,34.2,10.0,1.0,0.0,2.0,2014,9,276,Monday,60.040000000000006
9/23/2014,3.0,3.34,5.5,26.0,10.0,0.0,1.0,2.0,2014,9,276,Tuesday,50.84
9/24/2014,6.0,3.34,1.4,24.7,14.0,0.0,0.0,0.0,2014,9,276,Wednesday,49.44
9/25/2014,4.68,6.34,8.2,49.15,15.0,1.0,1.0,5.0,2014,9,276,Thursday,90.37
9/26/2014,4.0,3.68,3.5,38.0,22.0,2.0,0.0,1.0,2014,9,276,Friday,74.18
9/27/2014,4.0,2.0,6.0,46.3,18.0,0.0,0.0,4.0,2014,9,276,Saturday,80.3
9/28/2014,0.34,2.68,1.0,21.2,6.0,0.0,0.0,2.0,2014,9,276,Sunday,33.22
9/29/2014,7.0,3.68,2.3,29.8,12.0,0.0,10.0,4.0,2014,9,276,Monday,68.78
9/30/2014,10.0,5.34,4.0,61.3,10.0,2.0,22.0,2.0,2014,9,276,Tuesday,116.64
10/1/2014,2.34,0.0,2.4,44.0,15.0,0.0,11.0,2.0,2014,10,276,Wednesday,76.74000000000001
10/2/2014,2.0,4.99,5.0,23.9,11.0,0.0,2.0,1.0,2014,10,276,Thursday,49.89
10/3/2014,4.33,1.34,5.9,44.14,12.0,0.0,11.0,2.0,2014,10,276,Friday,80.71000000000001
10/4/2014,4.68,7.766,8.0,49.9,12.0,1.0,25.0,0.0,2014,10,276,Saturday,108.346
10/5/2014,2.0,3.34,3.0,19.0,1.0,0.0,0.0,3.0,2014,10,276,Sunday,31.34
10/6/2014,5.34,1.365,2.4,69.875,13.0,1.0,0.0,1.0,2014,10,276,Monday,93.98
10/7/2014,3.0,4.34,2.2,41.7,17.0,1.0,5.0,0.0,2014,10,276,Tuesday,74.24000000000001
10/8/2014,3.68,6.0,7.0,50.0,17.0,0.0,0.0,2.0,2014,10,276,Wednesday,85.68
10/9/2014,1.0,4.69,6.0,48.2,10.0,2.0,5.0,0.0,2014,10,276,Thursday,76.89
10/10/2014,4.34,2.68,9.0,28.8,24.0,3.0,6.0,0.5,2014,10,276,Friday,78.32
10/11/2014,3.34,3.68,5.0,35.9,15.0,0.0,0.0,5.0,2014,10,276,Saturday,67.92
10/12/2014,3.0,0.33,1.5,22.5,7.0,0.0,5.0,2.0,2014,10,276,Sunday,41.33
10/13/2014,1.68,4.0,6.2,31.9,11.0,0.0,1.0,2.0,2014,10,276,Monday,57.78
10/14/2014,3.0,5.41,4.8,31.8,7.0,0.0,11.0,0.0,2014,10,276,Tuesday,63.010000000000005
10/15/2014,1.33,6.35,3.5,23.7,14.0,1.0,2.0,4.0,2014,10,276,Wednesday,55.879999999999995
10/16/2014,6.775,3.5103125,2.9375,58.921875,9.0625,0.625,5.0,2.1875,2014,10,276,Thursday,89.0196875
10/17/2014,3.0,2.34,3.4,42.0,22.0,3.0,0.0,2.0,2014,10,276,Friday,77.74000000000001
10/18/2014,4.0,6.0,5.5,21.4,24.0,0.0,3.0,2.0,2014,10,276,Saturday,65.9
10/19/2014,3.33,3.0,2.0,13.9,9.0,0.0,6.0,1.0,2014,10,276,Sunday,38.230000000000004
10/20/2014,3.34,5.66,7.3,35.4,25.0,2.0,0.0,1.0,2014,10,276,Monday,79.7
10/21/2014,2.34,4.34,6.4,14.3,11.0,0.0,20.0,1.0,2014,10,276,Tuesday,59.38
10/22/2014,3.33,2.0,2.6,20.9,7.0,0.0,2.0,1.0,2014,10,276,Wednesday,38.83
10/23/2014,1.34,4.33,0.0,32.2,7.0,1.0,0.0,0.0,2014,10,276,Thursday,45.870000000000005
10/24/2014,3.67,2.67,6.3,49.4,18.0,0.0,5.0,1.0,2014,10,276,Friday,86.03999999999999
10/25/2014,2.33,5.14,1.0,31.0,21.0,0.0,2.0,5.0,2014,10,276,Saturday,67.47
10/26/2014,3.34,1.0,1.6,30.4,6.0,0.0,1.0,1.0,2014,10,276,Sunday,44.339999999999996
10/27/2014,8.34,4.55,4.0,25.3,17.0,1.0,3.0,0.0,2014,10,276,Monday,63.19
10/28/2014,4.0,3.48,10.0,40.4,23.0,0.0,0.0,2.0,2014,10,276,Tuesday,82.88
10/29/2014,5.0,1.0,6.6,41.0,20.0,2.0,27.0,1.0,2014,10,276,Wednesday,103.6
10/30/2014,0.0,1.0,5.0,20.3,11.0,1.0,2.0,0.0,2014,10,276,Thursday,40.3
10/31/2014,2.0,2.45,4.0,31.0,16.0,0.0,0.0,2.0,2014,10,276,Friday,57.45
11/1/2014,2.33,2.34,3.5,43.8,22.0,0.0,7.0,1.0,2014,11,276,Saturday,81.97
11/2/2014,4.0,0.0,1.0,2.0,3.5,0.0,0.0,1.0,2014,11,276,Sunday,11.5
11/3/2014,7.0,4.33,1.0,27.8,19.0,0.0,5.0,1.0,2014,11,276,Monday,65.13
11/4/2014,6.33,1.0,5.2,26.5,15.0,0.0,0.0,1.0,2014,11,276,Tuesday,55.03
11/5/2014,0.0,1.68,4.0,27.0,19.0,3.0,1.0,0.0,2014,11,276,Wednesday,55.68
11/6/2014,6.0,2.34,5.2,23.4,23.0,1.0,0.0,0.0,2014,11,276,Thursday,60.94
11/7/2014,6.0,10.34,5.5,15.8,32.0,1.0,0.0,1.0,2014,11,276,Friday,71.64
11/8/2014,12.0,7.02,6.0,34.4,24.0,0.0,17.0,2.2,2014,11,276,Saturday,102.62
11/9/2014,3.34,4.34,2.9,23.0,20.0,0.0,2.0,1.0,2014,11,276,Sunday,56.58
11/10/2014,1.0,5.32,3.3,24.3,13.0,0.0,7.0,1.0,2014,11,276,Monday,54.92
11/11/2014,8.0,4.0,2.0,23.0,18.0,0.0,8.0,2.0,2014,11,276,Tuesday,65.0
11/12/2014,3.0,5.0,4.0,25.0,16.0,0.0,3.0,0.0,2014,11,276,Wednesday,56.0
11/13/2014,8.0,2.0,5.0,33.2,10.0,0.0,0.0,2.2,2014,11,276,Thursday,60.400000000000006
11/14/2014,5.34,0.0,6.0,29.4,20.0,1.0,2.0,3.0,2014,11,276,Friday,66.74
11/15/2014,4.33,5.34,5.0,23.6,20.0,2.0,2.0,2.0,2014,11,276,Saturday,64.27000000000001
11/16/2014,2.0,2.68,6.0,18.6,13.0,1.0,0.0,0.0,2014,11,276,Sunday,43.28
11/17/2014,9.0,5.01,5.5,23.0,23.0,1.0,10.0,0.2,2014,11,276,Monday,76.71
11/18/2014,2.67,2.0,5.0,19.3,10.5,1.0,0.0,1.0,2014,11,276,Tuesday,41.47
11/19/2014,1.34,3.67,10.0,32.0,17.0,0.0,10.0,4.0,2014,11,276,Wednesday,78.00999999999999
11/20/2014,4.0,7.0,5.0,18.8,13.0,0.0,8.0,0.0,2014,11,276,Thursday,55.8
11/21/2014,1.34,1.34,3.0,22.4,16.0,0.0,2.0,1.0,2014,11,276,Friday,47.08
11/22/2014,6.0,2.34,3.0,23.7,15.0,1.0,8.0,1.4,2014,11,276,Saturday,60.44
11/23/2014,4.0,3.68,6.0,22.3,11.0,0.0,0.0,1.1,2014,11,276,Sunday,48.080000000000005
11/24/2014,4.0,3.0,6.0,30.6,19.0,1.0,1.0,2.1,2014,11,276,Monday,66.69999999999999
11/25/2014,5.36,1.68,2.0,19.2,18.0,0.0,2.0,3.0,2014,11,276,Tuesday,51.239999999999995
11/26/2014,3.0,5.0,6.0,21.0,13.0,3.0,11.0,2.0,2014,11,276,Wednesday,64.0
11/27/2014,7.0,3.67,2.3,21.2,9.0,1.0,4.0,3.0,2014,11,276,Thursday,51.17
11/28/2014,3.02,1.4,15.0,15.9,12.0,1.0,2.0,1.0,2014,11,276,Friday,51.32
11/29/2014,3.0,2.01,3.3,31.0,16.0,0.0,0.0,5.0,2014,11,276,Saturday,60.31
11/30/2014,5.68,1.33,5.0,22.6,9.0,1.0,0.0,2.0,2014,11,276,Sunday,46.61
12/1/2014,4.34,4.01,0.0,36.4,19.0,0.0,2.0,2.0,2014,12,276,Monday,67.75
12/2/2014,6.99,4.33,3.7,7.8,26.0,0.0,4.0,1.0,2014,12,276,Tuesday,53.82
12/3/2014,4.0,3.33,5.0,16.6,23.0,2.0,13.0,3.2,2014,12,276,Wednesday,70.13000000000001
12/4/2014,3.0,4.34,3.6,28.7,16.0,1.0,1.0,0.0,2014,12,276,Thursday,57.64
12/5/2014,2.02,5.68,1.0,28.1,15.0,1.0,1.0,2.2,2014,12,276,Friday,56.0
12/6/2014,3.34,3.68,1.0,12.4,9.0,0.0,7.0,1.0,2014,12,276,Saturday,37.42
12/7/2014,5.0,4.911,4.0,45.7,6.0,0.0,12.0,0.0,2014,12,276,Sunday,77.611
12/8/2014,1.0,3.33,2.0,20.3,9.0,0.0,0.0,0.0,2014,12,276,Monday,35.63
12/9/2014,1.0,2.34,7.0,27.28,12.0,1.0,0.0,2.0,2014,12,276,Tuesday,52.620000000000005
12/10/2014,3.34,3.0,2.0,51.2,28.0,3.0,6.0,0.0,2014,12,276,Wednesday,96.54
12/11/2014,2.34,5.33,7.0,16.3,21.0,2.0,0.0,0.0,2014,12,276,Thursday,53.97
12/12/2014,6.34,2.34,5.6,41.4,18.0,0.0,2.0,0.0,2014,12,276,Friday,75.68
12/13/2014,1.0,3.34,2.4,25.1,11.0,1.0,7.0,0.0,2014,12,276,Saturday,50.84
12/14/2014,10.0,2.34,4.4,40.0,10.0,0.0,6.0,1.0,2014,12,276,Sunday,73.74000000000001
12/15/2014,5.34,4.02,7.64,42.2,14.0,1.0,9.0,1.0,2014,12,276,Monday,84.2
12/16/2014,6.34,1.34,6.2,23.0,23.0,3.0,4.0,1.0,2014,12,276,Tuesday,67.88
12/17/2014,3.0,3.67,3.5,28.0,17.0,2.0,8.0,0.0,2014,12,276,Wednesday,65.17
12/18/2014,5.0,3.67,3.0,26.6,9.0,0.0,0.0,0.0,2014,12,276,Thursday,47.27
12/19/2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,276,Friday,0.0
12/20/2014,1.0,3.66,2.0,31.3,9.0,0.0,0.0,3.0,2014,12,276,Saturday,49.96
12/21/2014,4.33,4.33,2.0,52.5,6.0,0.0,10.0,1.0,2014,12,276,Sunday,80.16
12/22/2014,3.34,4.68,2.284,19.6,43.0,1.0,13.0,4.0,2014,12,276,Monday,90.904
12/23/2014,10.5,3.0,4.6,40.4,13.0,2.0,15.0,0.0,2014,12,276,Tuesday,88.5
12/24/2014,1.0,3.0,1.0,41.6,16.0,0.0,2.0,2.0,2014,12,276,Wednesday,66.6
12/25/2014,8.34,2.0,9.5,31.0,16.0,0.0,2.0,2.0,2014,12,276,Thursday,70.84
12/26/2014,3.33,4.01,3.0,30.7,25.0,1.0,0.0,0.0,2014,12,276,Friday,67.03999999999999
12/27/2014,7.33,5.34,4.4,39.0,26.0,0.0,9.0,3.0,2014,12,276,Saturday,94.07
12/28/2014,2.34,10.76,3.0,80.4,15.0,0.0,13.0,1.0,2014,12,276,Sunday,125.5
12/29/2014,2.33,3.66,4.0,40.0,5.0,1.0,2.0,0.0,2014,12,276,Monday,57.99
12/30/2014,9.0,5.63,3.8,51.0,18.0,0.0,5.0,2.0,2014,12,276,Tuesday,94.43
12/31/2014,5.67,6.33,2.5,41.08,14.0,3.0,10.0,1.0,2014,12,276,Wednesday,83.58
1/1/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,276,Thursday,0.0
1/2/2015,6.0,5.33,4.9,50.8,13.0,0.0,6.25,2.0,2015,1,276,Friday,88.28
1/3/2015,9.0,4.67,6.0,57.24,11.0,3.0,0.0,4.0,2015,1,276,Saturday,94.91
1/4/2015,4.68,8.92,3.5,60.1,4.0,0.0,2.0,1.0,2015,1,276,Sunday,84.2
1/5/2015,2.34,3.32,1.0,33.6,14.0,0.0,16.0,3.0,2015,1,276,Monday,73.26
1/6/2015,3.0,9.37,7.3,42.0,13.0,0.0,3.0,0.0,2015,1,276,Tuesday,77.67
1/7/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,276,Wednesday,0.0
1/8/2015,2.0,7.077,1.2,46.4,13.0,1.0,1.0,2.0,2015,1,276,Thursday,73.67699999999999
1/9/2015,3.0,4.34,9.4,36.2,33.0,2.0,7.0,2.0,2015,1,276,Friday,96.94
1/10/2015,6.0,5.864,7.0,32.6,14.0,3.0,1.0,1.0,2015,1,276,Saturday,70.464
1/11/2015,3.0,7.34,7.0,43.6,11.0,1.0,11.0,2.0,2015,1,276,Sunday,85.94
1/12/2015,2.33,3.34,7.5,36.6,18.0,0.0,6.0,1.0,2015,1,276,Monday,74.77000000000001
1/13/2015,10.34,4.66,10.0,34.0,14.0,2.0,4.0,2.0,2015,1,276,Tuesday,81.0
1/14/2015,3.0,3.34,5.0,23.0,20.0,0.0,1.0,0.0,2015,1,276,Wednesday,55.34
1/15/2015,6.67,3.0,1.0,55.25,13.0,0.0,15.0,2.0,2015,1,276,Thursday,95.92
1/16/2015,6.33,5.99,3.8,43.0,16.0,2.0,6.0,2.0,2015,1,276,Friday,85.12
1/17/2015,6.68,5.68,7.0,19.2,18.0,0.0,0.0,0.0,2015,1,276,Saturday,56.56
1/18/2015,4.0,4.34,4.5,20.4,16.0,0.0,0.0,2.0,2015,1,276,Sunday,51.239999999999995
1/19/2015,5.34,2.68,1.1,32.0,12.0,0.0,20.0,2.0,2015,1,276,Monday,75.12
1/20/2015,4.34,0.33,6.0,38.0,24.0,1.0,4.0,1.0,2015,1,276,Tuesday,78.67
1/21/2015,4.0,1.0,2.0,37.45,17.0,1.0,0.0,1.0,2015,1,276,Wednesday,63.45
1/22/2015,4.0,1.34,4.0,21.4,19.0,0.0,0.0,1.0,2015,1,276,Thursday,50.739999999999995
1/23/2015,3.67,4.728,8.0,30.0,14.0,0.0,7.0,2.0,2015,1,276,Friday,69.398
1/24/2015,4.34,3.33,9.2,49.7,31.0,0.0,22.0,1.0,2015,1,276,Saturday,120.57
1/25/2015,4.0,1.13,1.9,38.0,11.0,1.0,5.0,0.0,2015,1,276,Sunday,62.03
1/26/2015,8.5,4.67,4.0,34.4,15.0,0.0,13.0,0.0,2015,1,276,Monday,79.57
1/27/2015,2.67,6.33,1.0,20.0,14.0,0.0,0.0,0.0,2015,1,276,Tuesday,44.0
1/28/2015,3.0,5.34,3.0,32.0,18.0,3.0,5.0,3.0,2015,1,276,Wednesday,72.34
1/29/2015,4.34,5.71,8.7,24.4,16.0,3.0,11.0,3.0,2015,1,276,Thursday,76.15
1/30/2015,1.0,1.068,1.0,20.5,19.0,1.0,0.0,0.0,2015,1,276,Friday,43.568
1/31/2015,8.34,6.112,5.0,32.4,12.0,0.0,11.0,2.0,2015,1,276,Saturday,76.852
2/1/2015,4.34,7.35,7.0,35.6,7.0,1.0,0.0,1.0,2015,2,276,Sunday,63.29
2/2/2015,6.0,4.0,5.1,20.9,14.0,0.0,3.0,2.0,2015,2,276,Monday,55.0
2/3/2015,3.33,3.0,6.2,24.2,18.0,0.0,6.0,5.0,2015,2,276,Tuesday,65.73
2/4/2015,2.34,2.67,2.4,38.8,6.0,0.0,12.0,0.0,2015,2,276,Wednesday,64.21
2/5/2015,2.0,5.57,3.0,24.85,12.0,0.0,2.0,1.0,2015,2,276,Thursday,50.42
2/6/2015,3.33,3.33,7.3,23.0,7.0,1.0,13.0,1.0,2015,2,276,Friday,58.96
2/7/2015,2.0,5.0,1.9,33.6,9.0,0.0,0.0,2.0,2015,2,276,Saturday,53.5
2/8/2015,1.34,7.759,5.7,29.9,8.0,0.0,0.0,0.0,2015,2,276,Sunday,52.699
2/9/2015,3.33,3.54,9.6,20.7,8.0,1.0,0.0,1.0,2015,2,276,Monday,47.17
2/10/2015,3.66,8.67,7.0,33.0,11.0,0.0,6.0,3.0,2015,2,276,Tuesday,72.33
2/11/2015,3.0,5.14,3.6,48.5,16.0,0.0,20.0,2.0,2015,2,276,Wednesday,98.24000000000001
2/12/2015,3.0,4.0,6.0,23.82,11.0,1.0,5.0,0.0,2015,2,276,Thursday,53.82
2/13/2015,6.01,4.23,7.0,29.6,11.0,1.0,22.0,1.0,2015,2,276,Friday,81.84
2/14/2015,4.33,1.736,6.7,29.2,13.0,1.0,5.0,4.0,2015,2,276,Saturday,64.96600000000001
2/15/2015,11.68,2.33,4.3,38.0,7.0,0.0,7.0,2.0,2015,2,276,Sunday,72.31
2/16/2015,3.01,3.75,4.0,40.1,4.0,0.0,10.0,0.0,2015,2,276,Monday,64.86
2/17/2015,5.33,8.693,4.0,36.2,3.0,0.0,6.0,1.0,2015,2,276,Tuesday,64.223
2/18/2015,1.0,2.66,1.33,36.212,4.0,0.0,11.0,0.0,2015,2,276,Wednesday,56.202000000000005
2/19/2015,2.0,3.332,4.0,36.7,2.0,2.0,6.0,3.0,2015,2,276,Thursday,59.032000000000004
2/20/2015,5.33,4.66,0.5,27.0,5.0,0.0,25.0,6.0,2015,2,276,Friday,73.49000000000001
2/21/2015,3.0,5.347,4.8,57.0,9.0,0.0,0.0,3.0,2015,2,276,Saturday,82.147
2/22/2015,2.0,4.34,2.0,50.6,7.0,0.0,11.0,1.0,2015,2,276,Sunday,77.94
2/23/2015,5.0,3.16,7.5,55.4,9.0,0.0,20.0,0.0,2015,2,276,Monday,100.06
2/24/2015,3.68,3.34,6.2,22.07,11.0,0.0,11.0,2.0,2015,2,276,Tuesday,59.29
2/25/2015,7.0,6.33,6.1,24.0,8.0,0.0,2.0,2.0,2015,2,276,Wednesday,55.43
2/26/2015,6.0,2.0,2.0,36.7,13.0,0.0,1.0,1.0,2015,2,276,Thursday,61.7
2/27/2015,6.33,4.473,5.0,51.0,1.0,1.0,0.0,0.0,2015,2,276,Friday,68.803
2/28/2015,6.34,3.33,1.6,26.6,9.0,0.0,4.0,3.0,2015,2,276,Saturday,53.870000000000005
3/1/2015,9.0,7.893,2.7,25.9,3.0,4.0,0.0,4.0,2015,3,276,Sunday,56.492999999999995
3/2/2015,6.67,4.68,3.5,40.7,6.0,1.0,2.0,3.0,2015,3,276,Monday,67.55000000000001
3/3/2015,8.0,6.03,4.5,45.6,14.0,0.0,1.0,4.0,2015,3,276,Tuesday,83.13
3/4/2015,9.68,5.67,3.3,46.85,4.0,0.0,11.0,1.0,2015,3,276,Wednesday,81.5
3/5/2015,6.0,2.33,3.0,35.0,2.0,0.0,0.0,0.0,2015,3,276,Thursday,48.33
3/6/2015,2.0,2.67,6.0,19.8,4.0,0.0,1.0,1.0,2015,3,276,Friday,36.47
3/7/2015,3.33,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2015,3,276,Saturday,7.33
3/8/2015,6.0,3.397,2.4,55.4,9.0,0.0,2.0,1.0,2015,3,276,Sunday,79.197
3/9/2015,2.0,3.0,5.0,32.7,10.0,0.0,1.0,1.0,2015,3,276,Monday,54.7
3/10/2015,1.34,3.66,5.0,40.4,6.0,0.0,6.0,3.0,2015,3,276,Tuesday,65.4
3/11/2015,11.0,5.0,3.2,32.0,9.0,0.0,4.0,0.0,2015,3,276,Wednesday,64.2
3/12/2015,2.68,6.387,6.1,19.0,5.0,0.0,2.0,3.0,2015,3,276,Thursday,44.167
3/13/2015,4.0,3.33,6.7,63.4,11.0,2.0,1.0,0.0,2015,3,276,Friday,91.43
3/14/2015,2.66,4.33,4.0,39.1,9.0,0.0,9.0,3.0,2015,3,276,Saturday,71.09
3/15/2015,3.34,4.16,3.0,41.0,3.0,0.0,12.0,3.0,2015,3,276,Sunday,69.5
3/16/2015,8.0,3.01,4.9,46.8,8.0,0.0,0.0,1.0,2015,3,276,Monday,71.71
3/17/2015,5.0,3.0,4.6,28.8,9.0,1.0,2.0,0.0,2015,3,276,Tuesday,53.4
3/18/2015,7.33,2.0,5.3,24.4,5.0,0.0,20.0,2.0,2015,3,276,Wednesday,66.03
3/19/2015,2.0,2.33,1.5,31.0,7.0,0.0,15.0,0.0,2015,3,276,Thursday,58.83
3/20/2015,1.0,7.0,3.0,38.6,13.0,1.0,5.0,1.0,2015,3,276,Friday,69.6
3/21/2015,10.33,3.34,3.0,41.6,4.0,0.0,6.0,2.0,2015,3,276,Saturday,70.27000000000001
3/22/2015,8.34,6.67,2.0,43.2,9.0,0.0,10.0,0.0,2015,3,276,Sunday,79.21000000000001
3/23/2015,2.0,4.34,7.0,28.0,5.0,0.0,0.0,2.0,2015,3,276,Monday,48.34
3/24/2015,4.0,5.472,5.2,22.4,8.0,2.0,9.0,4.0,2015,3,276,Tuesday,60.072
3/25/2015,3.68,8.66,6.4,17.6,10.0,2.0,13.0,1.0,2015,3,276,Wednesday,62.34
3/26/2015,5.0,1.747,3.0,51.4,10.0,0.0,6.0,5.0,2015,3,276,Thursday,82.14699999999999
3/27/2015,3.0,2.67,2.0,27.0,3.0,0.0,22.0,1.0,2015,3,276,Friday,60.67
3/28/2015,1.33,3.056,3.0,50.5,6.0,0.0,0.0,2.0,2015,3,276,Saturday,65.886
3/29/2015,6.0,5.727,2.3,35.5,7.0,0.0,8.0,2.0,2015,3,276,Sunday,66.527
3/30/2015,6.33,4.827,10.0,25.7,4.0,0.0,0.0,0.0,2015,3,276,Monday,50.857
3/31/2015,5.0,2.0,11.2,33.5,5.0,0.0,2.0,4.0,2015,3,276,Tuesday,62.7
4/1/2015,6.34,1.33,1.0,24.8,7.0,2.0,5.0,1.0,2015,4,276,Wednesday,48.47
4/2/2015,5.0,3.99,5.4,35.07,3.0,0.0,3.0,5.0,2015,4,276,Thursday,60.46
4/3/2015,5.33,2.32,4.0,34.2,12.0,0.0,0.0,4.0,2015,4,276,Friday,61.85
4/4/2015,3.67,4.33,6.0,43.0,7.0,1.0,5.0,6.0,2015,4,276,Saturday,76.0
4/5/2015,3.34,5.01,4.5,31.6,4.0,0.0,0.0,1.0,2015,4,276,Sunday,49.45
4/6/2015,7.33,3.33,5.3,32.9,4.0,0.0,3.0,2.0,2015,4,276,Monday,57.86
4/7/2015,6.0,3.66,6.7,25.0,8.0,0.0,8.0,1.0,2015,4,276,Tuesday,58.36
4/8/2015,4.0,2.33,3.0,18.0,11.0,0.0,10.0,4.0,2015,4,276,Wednesday,52.33
4/9/2015,1.33,6.0,8.0,22.2,8.0,0.0,6.0,1.0,2015,4,276,Thursday,52.53
4/10/2015,9.84,6.505,4.0,65.6,5.0,2.0,8.0,5.0,2015,4,276,Friday,105.945
4/11/2015,11.68,3.0,3.4,26.0,9.0,0.0,5.0,6.0,2015,4,276,Saturday,64.08
4/12/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,276,Sunday,0.0
4/13/2015,6.67,1.34,7.0,25.2,5.0,0.0,3.0,7.0,2015,4,276,Monday,55.21
4/14/2015,4.66,6.01,7.0,41.8,5.0,0.0,5.0,2.0,2015,4,276,Tuesday,71.47
4/15/2015,2.0,2.33,3.0,29.25,15.0,0.0,0.0,2.0,2015,4,276,Wednesday,53.58
4/16/2015,2.34,1.0,7.2,30.6,7.0,0.0,9.0,4.0,2015,4,276,Thursday,61.14
4/17/2015,9.33,3.66,3.0,29.65,6.0,0.0,1.0,5.0,2015,4,276,Friday,57.64
4/18/2015,7.33,3.0,1.0,31.3,1.0,0.0,1.0,4.0,2015,4,276,Saturday,48.63
4/19/2015,9.32,5.528,3.8,36.5,3.0,0.0,0.0,2.0,2015,4,276,Sunday,60.147999999999996
4/20/2015,3.0,5.043,3.7,38.0,13.0,0.0,1.0,3.0,2015,4,276,Monday,66.743
4/21/2015,6.33,1.0,2.0,35.2,9.0,0.0,0.0,6.0,2015,4,276,Tuesday,59.53
4/22/2015,1.33,4.627,3.2,32.0,3.0,0.0,1.0,2.0,2015,4,276,Wednesday,47.157
4/23/2015,4.0,1.0,1.0,28.2,8.0,0.0,1.0,4.0,2015,4,276,Thursday,47.2
4/24/2015,10.0,1.0,4.0,30.0,5.0,0.0,1.0,5.0,2015,4,276,Friday,56.0
4/25/2015,5.0,3.165,8.0,38.1,3.0,0.0,1.0,3.0,2015,4,276,Saturday,61.265
4/26/2015,7.0,6.0,3.0,37.6,5.0,0.0,1.0,1.0,2015,4,276,Sunday,60.6
4/27/2015,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,2015,4,276,Monday,70.78
4/28/2015,4.33,4.67,3.1,15.2,7.0,0.0,5.0,6.0,2015,4,276,Tuesday,45.3
4/29/2015,2.0,0.43,4.2,27.6,2.0,0.0,11.0,3.0,2015,4,276,Wednesday,50.230000000000004
4/30/2015,3.0,8.727,2.6,32.6,7.0,0.0,3.0,7.0,2015,4,276,Thursday,63.927
5/1/2015,5.34,1.68,4.94,11.4,4.0,0.0,0.0,4.7,2015,5,276,Friday,32.06
5/2/2015,5.0,3.66,3.0,47.8,6.0,2.0,0.0,5.0,2015,5,276,Saturday,72.46
5/3/2015,6.67,1.066,2.1,19.2,4.0,0.0,1.0,6.0,2015,5,276,Sunday,40.036
5/4/2015,4.0,4.723,8.6,36.0,5.0,1.0,10.0,3.3,2015,5,276,Monday,72.623
5/5/2015,3.34,3.462,2.0,19.0,6.0,0.0,5.0,2.5,2015,5,276,Tuesday,41.302
5/6/2015,4.66,6.497,2.0,40.2,11.0,0.0,0.0,6.0,2015,5,276,Wednesday,70.357
5/7/2015,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,2015,5,276,Thursday,48.34
5/8/2015,1.0,6.34,5.0,16.0,8.0,0.0,4.0,1.0,2015,5,276,Friday,41.34
5/9/2015,3.66,4.34,7.4,21.0,11.0,1.0,1.0,6.0,2015,5,276,Saturday,55.4
5/10/2015,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,2015,5,276,Sunday,39.567
5/11/2015,3.33,6.66,5.9,21.0,3.0,0.0,6.0,4.0,2015,5,276,Monday,49.89
5/12/2015,7.33,1.99,8.2,22.95,13.0,0.0,0.0,8.0,2015,5,276,Tuesday,61.47
5/13/2015,8.0,3.44,9.0,28.4,5.0,0.0,2.0,4.5,2015,5,276,Wednesday,60.339999999999996
5/14/2015,3.0,5.067,3.0,14.0,1.0,0.0,0.0,5.0,2015,5,276,Thursday,31.067
5/15/2015,3.34,6.53,4.3,48.4,8.0,0.0,4.0,3.2,2015,5,276,Friday,77.77
